"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","reports","0","Event detail report","1","0","Event detail — page 2 has more unique meter-event rows","0"
"0","dashboard","0","Dashboard — DTR summary cards","1","0","DTR summary cards — hourly view loads","0"
"0","mis-dashboard","0","Meter transaction events","1","0","Meter transaction events — by consumer category, hour by hour, consumer meters only","0"
"0","overall-dashboard","0","Home dashboard","1","0","Home dashboard — cards, charts, and mapped vs unmapped meters load","0"
"0","mis-dashboard","0","Events that did not roll over","1","0","Events that did not roll over — by meter type, month by month, consumer meters only","0"
"0","commericial-analysis","0","Commercial Analysis — cannot open reports without a valid login","1","0","Maximum Demand — cannot open the report with an invalid login token","0"
"0","revenue-protection","0","Revenue Protection — Aberrations Negative","0","1","Missing year returns empty success grid (not 4xx)","0"
"0","commericial-analysis","0","Load Factor report","1","0","Load Factor LF < 5% Last Three month — household filter shows the same list (filter is not applied)","0"
"0","reports","0","DTR event detail report","1","0","DTR event detail — 1–30 Oct 2025 fixture","0"
"0","overall-dashboard","0","Home dashboard — saved field lists","1","0","Home dashboard — the field list still matches what we saved","0"
"0","dtrs","0","DTR profile","1","0","DTR profile — unknown transformer is not shown","0"
"0","reports","0","DTR event detail report","1","0","DTR event detail — missing toDate is rejected","0"
"0","reports","0","Communication DTRs report","1","0","Communication DTRs — missing fromDate is rejected","0"
"0","mis-dashboard","0","Urgency level events","1","0","Urgency level 2 events — month by month, consumer meters only","0"
"0","mis-dashboard","0","Urgency level events","1","0","Urgency level 6 events — hour by hour, consumer meters only","0"
"0","revenue-protection","0","Revenue Protection — ATR Zone Negative","1","0","IND-RPT-ATZ-NEG-001 — Invalid year format","0"
"0","technical-analysis","0","Technical report","0","1","Technical report — duration row fixture","0"
"0","mis-dashboard","0","Meter transaction events","1","0","Meter transaction events — extra unused options are ignored","0"
"0","commericial-analysis","0","Day and Night consumption report","1","0","Day and Night — Night Zero Consumption: household and non-household lists are the same (connection type filter is not applied)","0"
"0","commericial-analysis","0","Load Factor report","1","0","Load Factor LF < 5% Last Three month — non-household filter shows the same list (filter is not applied)","0"
"0","feeder","0","Feeder screens — cannot open without a valid login","1","0","Feeder voltage and current — cannot open with an expired login token","0"
"0","billing","0","Day-by-day billing list","1","0","Day-by-day billing — leaving out the year is rejected","0"
"0","mis-dashboard","0","How many meters we have","1","0","How many meters we have — dtrs is treated as DTR meters","0"
"0","technical-analysis","0","Technical report","0","1","Technical report — first and last page have no duplicate meters › YNR Neutral Disturbance report — first and last page have no duplicate meters","0"
"0","reports","0","DTR billing report","1","0","DTR billing — duplicate meter serials are sent once","0"
"0","revenue-protection","0","Revenue Protection — Cases Negative","0","1","IND-RPT-NEG-005 — SQL injection in year filter","0"
"0","reports","0","DTR event report","1","0","DTR event — missing fromDate is rejected","0"
"0","role-permissions","0","ROLE-PERMISSIONS — Contract Snapshots","1","0","Roles Catalog Contract Snapshot","0"
"0","commericial-analysis","0","Commercial Analysis — cannot open reports without a valid login","1","0","Load Factor — cannot open the report without logging in","0"
"0","reports","0","Communication consumers report","1","0","Communication consumers — fromDate after toDate is rejected","0"
"0","notifications","1","Mobile Notification Send API","0","0","Validate Mobile Notification Send API","0"
"0","commericial-analysis","0","Commercial Analysis — extra report checks","1","0","Power Factor Violation — showing 1 meter per page returns at most one meter","0"
"0","reports","0","DTR data report","1","0","DTR data — limit 0 is rejected (limit must be at least 1)","0"
"0","overall-dashboard","0","Home dashboard — saved field lists","1","0","Connect and disconnect by month — the field list still matches what we saved","0"
"0","consumers","0","Event list","1","0","Event list — opens using the account number","0"
"0","dashboard","0","Dashboard — consumers by meter phase","1","0","Consumers by meter phase — single-phase meters","0"
"0","dashboard","0","Dashboard — consumers by connection status","1","0","Saved example — connected with rows (offline)","0"
"0","mis-dashboard","0","Saved screen shape","1","0","Urgency today versus yesterday — saved screen shape","0"
"0","revenue-protection","1","Revenue Protection — Cases Negative","0","0","IND-RPT-NEG-001 — Invalid year format","0"
"0","reports","0","Communication DTRs report","1","0","Communication DTRs — month first page shows columns and DTRs","0"
"0","dashboard","0","DTR voltage unbalance — cannot open without a valid login","1","0","cannot open with an empty login token","0"
"1","meter-replacement","0","Bulk Validate Meter Replacement API","0","0","Validate POST /indore/meter-replacement/bulk/validate — old meter serial required","0"
"0","meter-replacement","1","Meter Replacement Submission Detail API — Auth Negative","0","0","Invalid Bearer token returns 401","0"
"0","utils-lookup","0","indoore_backend_testing","1","0","UTILS-LOOKUP › utils › lookup-catalog.harness.ts › Network hierarchy › Network hierarchy — order is 1 through n","0"
"0","dashboard","0","Revenue subsidy (power factor) — cannot open without a valid login","1","0","cannot open without logging in","0"
"0","mis-dashboard","0","Urgency today versus yesterday","1","0","Urgency today versus yesterday — dtrs is treated as DTR meters","0"
"0","feeder","0","Feeder — mistakes that should be blocked","1","0","Feeder alerts — page zero is not allowed","0"
"0","mis-dashboard","0","Urgency level events","1","0","Urgency level 3 events — week by week, consumer meters only","0"
"0","dashboard","0","Dashboard — DTR voltage unbalance","1","0","Saved example — percentage consistency with rounding","0"
"0","mis-dashboard","0","Talking meters by category","1","0","Talking meters by category — dtrs is treated as DTR meters","0"
"0","dashboard","0","Dashboard — DTR power on/off list","1","0","DTR power on/off list — DTRs that are OFF","0"
"0","mis-dashboard","0","How many meters we have","1","0","How many meters we have — a bad date is rejected","0"
"0","hes-commands","0","HES Commands — Metering Mode (E2E)","0","1","Validate POST /commands/metering-mode — invalid type returns validation error","0"
"0","mis-dashboard","0","Talking vs not talking overview","1","0","Talking vs not talking overview — network 0 is rejected","0"
"0","revenue-protection","0","Revenue Protection — Aberration Entry API","0","1","IND-REV-ABE-ENTRY-003 — Fetch Aberration Entry using only month","0"
"0","commericial-analysis","0","Consumption Pattern report","1","0","Consumption Pattern — 100 unit kwh from Last Three months continuous: household and non-household lists are the same (connection type filter is not applied)","0"
"0","hes-commands","0","HES-COMMANDS — DB Coverage","0","1","IND-HES-DB-001 — history total + spot vs hes_command_logs","0"
"0","reports","0","DTR data report","1","0","DTR data — showing 1 per page returns at most 1 record","0"
"0","consumption","0","Consumption API — Auth Negative","1","0","Consumption report rejects missing auth","0"
"0","dashboard","0","Dashboard — response shape","1","0","Consumers by meter phase — response shape stays the same","0"
"0","commericial-analysis","0","Commercial Analysis — cannot open reports without a valid login","1","0","Load Factor — cannot open the report with an invalid login token","0"
"0","mis-dashboard","0","Current problems","1","0","Current problems — consumer and DTR stay within all meters","0"
"0","mis-dashboard","0","Talking vs not talking overview","1","0","Talking vs not talking overview — live view still opens","0"
"0","mis-dashboard","0","Current problems","1","0","Current problems — by meter type, hour by hour, consumer meters only","0"
"0","mis-dashboard","0","Urgency level 1 events (extra check)","0","1","Urgency level 1 events — week by week (extra check)","0"
"0","master-data","0","Master data — can this meter serial be added?","1","0","Can this meter serial be added? — the check is rejected when no serial is entered","0"
"0","consumption","0","Pattern comparison list","1","0","Pattern comparison — first page lists each consumer (month kWh may be empty)","0"
"0","feeder","0","Feeder — saved field lists","1","0","Feeder daily energy — the field list still matches what we saved","0"
"0","dashboard","0","Dashboard — DTR communication list","1","0","Saved example — meters that are not communicating with rows (total 1134)","0"
"0","meter-replacement","1","Meter Replacement Progress API — Negative & Edge","0","0","Trailing slash still returns progress charts","0"
"0","mis-dashboard","0","How meters are talking","1","0","How meters are talking — all meters, 1 to 30 Oct 2025","0"
"0","hes-commands","0","HES Commands — Payment (E2E)","1","0","Validate POST /commands/payment — invalid type returns validation error","0"
"0","mis-dashboard","0","Talking vs not talking overview","1","0","Talking vs not talking overview — extra unused options are ignored","0"
"0","revenue-protection","0","Revenue Protection — Aberration Entry Negative","1","0","IND-REV-ABE-ENTRY-NEG-004 — Invalid limit","0"
"0","mis-dashboard","0","Urgency level 2 events","0","1","Urgency level 2 events — week by week","0"
"0","dtrs","0","DTR energy over time","1","0","DTR energy over time — hour by hour, each hour listed once","0"
"0","billing","0","Monthly billing list","1","0","Monthly billing — year 0 is rejected","0"
"0","technical-analysis","0","Technical report","1","0","Low Voltage in any Phase report — first page shows columns and meters","0"
"0","users-profile-image","0","User Profile Image — List","1","0","Validate POST /users/me/profile-image/upload-url — presigned upload contract","0"
"0","mis-dashboard","0","Event summary","1","0","Event summary — by consumer category, day by day, DTR meters only","0"
"0","mis-dashboard","0","Talking meters by category","1","0","Talking meters by category — extra unused options are ignored","0"
"0","mis-dashboard","0","Urgency level events","1","0","Urgency level 1 events — hour by hour, DTR meters only","0"
"0","commericial-analysis","0","Commercial Analysis — extra report checks","1","0","Load Factor less than 5% for last 3 months — report opens and values follow the rule","0"
"0","mis-dashboard","0","Voltage problems","1","0","Voltage problems — by meter type, hour by hour, consumer meters only","0"
"0","dashboard","0","Dashboard — response shape","1","0","Revenue subsidy (power factor) — response shape stays the same","0"
"0","master-data","0","Master data — can this meter be put on a DTR?","1","0","Can this meter be put on a DTR? — an unknown serial is reported as not found","0"
"0","dtr-load","0","Transformer size list","1","0","Transformer sizes — leaving out the start date is rejected","0"
"0","dashboard","1","Dashboard — DTR consumption","0","0","DTR consumption chart — daily view loads","0"
"0","consumers","0","Energy flow chart","1","0","Energy flow chart — last few hours","0"
"0","consumers","0","Billing history","1","0","Billing history — extra unused options are ignored","0"
"0","revenue-protection","0","Revenue Protection — Cases Negative","0","1","IND-RPT-NEG-006 — NoSQL-style injection in year","0"
"0","consumers","0","Energy flow chart","1","0","Energy flow chart — sample: weekly points","0"
"0","dtrs","0","DTR energy over time","1","0","Sample chart — no points yet is allowed","0"
"0","revenue-protection","0","Revenue Protection — Aberration Entry EENLTMT DB cross-validation","0","1","IND-REV-ABE-EEN-DB-001 — COUNT(*) matches pagination.total","0"
"0","commericial-analysis","0","Load Factor report","1","0","Load Factor — first and last page have no duplicate meters › LF > 100% — first and last page have no duplicate meters","0"
"0","mis-dashboard","0","Current problems","1","0","Current problems — by meter type, hour by hour, DTR meters only","0"
"0","utils-lookup","0","indoore_backend_testing","1","0","UTILS-LOOKUP › utils › lookup-catalog.harness.ts › Event priorities › event priorities — ids and names are unique","0"
"0","revenue-protection","0","Revenue Protection — Aberration Entry Negative","1","0","IND-REV-ABE-EEN-NEG-005 — Page beyond available data","0"
"0","hes-commands","0","HES Commands — Meter Samples","1","0","Validate POST /commands/meter-samples — invalid count returns error","0"
"0","mis-dashboard","0","Urgency level events","1","0","Urgency level 3 events — extra unused options are ignored","0"
"0","mis-dashboard","0","Urgency level events","1","0","Urgency level 2 events — month by month, DTR meters only","0"
"0","dtrs","0","DTR loading gauge","1","0","Sample loading gauge — empty bands when readings are missing","0"
"0","mis-dashboard","0","Urgency level events","1","0","Urgency level 3 events — hour by hour, all meters","0"
"0","mis-dashboard","0","Saved screen shape","1","0","Talking meters by category — saved screen shape","0"
"0","reports","0","Event restoration report","1","0","Event restoration — missing fromDate is rejected","0"
"0","reports","0","Bill status report","1","0","Bill status — unknown query params are ignored","0"
"0","dtrs","0","DTR power now","1","0","Sample power now — three-phase live reading","0"
"0","dashboard","0","DTR consumption list — cannot open without a valid login","1","0","cannot open with an invalid login token","0"
"0","dashboard","0","Dashboard — consumers by connection status","1","0","Consumers by connection status — connected consumers","0"
"0","auth","0","Auth Me API","1","0","Validate GET /auth/me — current session profile","0"
"0","master-data","0","Master data — consumer list","1","0","Consumer list — list still opens when archive counts are turned off","0"
"0","mis-dashboard","0","Event summary","1","0","Event summary — consumers is treated as consumer meters","0"
"0","mis-dashboard","0","Urgency level events","1","0","Urgency level 5 events — week by week, consumer meters only","0"
"0","hes-commands","0","HES-COMMANDS — Contract Snapshots","1","0","Commands History Contract Snapshot","0"
"0","reports","0","DTR data report","1","0","DTR data — empty page fixture","0"
"0","reports","0","DTR billing report","1","0","DTR billing — fromDate after toDate is rejected","0"
"0","dtrs","0","DTR profile","1","0","DTR profile — extra filters that nobody uses are ignored","0"
"0","dashboard","0","DTR communication list — cannot open without a valid login","1","0","cannot open without logging in","0"
"0","billing","0","Monthly billing list","1","0","Monthly billing — asking for one meter at a time still returns a row","0"
"0","mis-dashboard","0","Urgency level events","1","0","Urgency level 5 events — a blank time range is rejected","0"
"0","mis-dashboard","0","Events that did not roll over","1","0","Events that did not roll over — by consumer category, day by day, DTR meters only","0"
"0","commericial-analysis","0","Load Factor report","1","0","Load Factor LF < 5% — household filter shows the same list (filter is not applied)","0"
"0","commericial-analysis","0","Consumption Pattern report","1","0","Consumption Pattern — first and last page have no duplicate meters › Consumption Pattern — Zero Consumption: first and last page have no duplicate meters","0"
"0","utils-lookup","0","Utils lookup — missing routes","1","0","Billing cycles — missing route returns 404","0"
"0","consumers","0","Billing history","1","0","Billing history — sample: empty months still listed","0"
"0","consumption","0","Consumption API — Edge","1","0","Yearly pattern — page 2 continues without repeating a meter","0"
"0","auth","0","Auth Sent Invitations List API","1","0","Validate sent invitations list — role filter","0"
"0","dashboard","0","DTR power on/off list — cannot open without a valid login","1","0","cannot open with a badly formed login token","0"
"0","mis-dashboard","0","Urgency level events","1","0","Urgency level 3 events — day by day, DTR meters only","0"
"0","mis-dashboard","0","Current problems","1","0","Current problems — by consumer category, day by day, consumer meters only","0"
"0","mis-dashboard","0","Voltage problems","1","0","Voltage problems — by consumer category, day by day, consumer meters only","0"
"0","master-data","0","Master data — consumer list","1","0","Consumer list — search finds the consumer name or meter serial","0"
"0","overall-dashboard","0","Home dashboard","1","0","Home dashboard — mapped vs unmapped meter shares add up","0"
"0","consumption","0","CONSUMPTION — Contract Snapshots","1","0","Pattern Consumption Yearly Contract Snapshot","0"
"0","dtrs","0","DTR events","1","0","DTR events — extra filters that nobody uses are ignored","0"
"0","dashboard","0","Dashboard — consumers by category","1","0","Consumers by category — page 2 still shows a valid list","0"
"0","auth","1","AUTH — Contract Snapshots","0","0","Auth Me Contract Snapshot","0"
"0","revenue-protection","0","Revenue Protection — ATR Zone Negative","1","0","IND-RPT-ATZ-NEG-002 — SQL injection in year filter","0"
"0","commericial-analysis","0","Maximum Demand report","1","0","Sanction Load Violation — household connections: meter count matches the total","0"
"0","reports","0","DTR data report","1","0","DTR data — IP fixture (1–30 Oct 2025)","0"
"0","mis-dashboard","0","Urgency level 6 events","0","1","Urgency level 6 events — week by week","0"
"0","consumers","0","Consumer profile","1","0","Consumer profile — unknown meter is not found","0"
"0","mis-dashboard","0","Other events","1","0","Other events — by meter type, hour by hour, DTR meters only","0"
"0","commericial-analysis","0","Commercial Analysis — extra report checks","1","0","Consumption Pattern — 100 units for last 3 months: report opens","0"
"0","mis-dashboard","0","Power problems","1","0","Power problems — by meter type, week by week, all meters","0"
"0","dashboard","0","DTR voltage unbalance list — cannot open without a valid login","1","0","cannot open with an invalid login token","0"
"0","mis-dashboard","0","Event summary","1","0","Event summary — urgency consumer and DTR stay within all meters","0"
"0","commericial-analysis","0","Consumption Pattern report","1","0","Consumption Pattern — 100 unit kwh from Last Nine months continuous (household): billing data is not ready yet","0"
"0","mis-dashboard","0","What kinds of events happened","1","0","What kinds of events happened — by meter type, DTR meters only","0"
"0","mis-dashboard","0","How many events by urgency","1","0","How many events by urgency — missing end date uses the start date","0"
"0","users-admin","0","User Admin — Advanced","1","0","DELETE /users/:id/devices/:deviceId — revoke device and verify catalog","0"
"0","revenue-protection","0","Revenue Protection — Cases Negative","0","1","IND-RPT-NEG-007 — page=0 is rejected","0"
"0","consumers","0","Consumer profile","1","0","Consumer profile — details open using the account number","0"
"0","hes-commands","0","HES Commands — Meter Samples","1","0","Validate POST /commands/meter-samples — default window","0"
"0","mis-dashboard","0","Current problems","1","0","Current problems — by consumer category, month by month, consumer meters only","0"
"0","mis-dashboard","0","Power problems","1","0","Power problems — by meter type, week by week, consumer meters only","0"
"0","dashboard","0","DTR loading list — cannot open without a valid login","1","0","cannot open with an expired login token","0"
"0","consumers","0","Meter communication","1","0","Meter communication — sample: no readings for the day","0"
"0","mis-dashboard","0","Urgency level events","1","0","Urgency level 6 events — organisation 0 is rejected","0"
"0","commericial-analysis","0","Commercial Analysis — extra report checks","1","0","Consumption Pattern — zero consumption page 2 still shows a valid meter list","0"
"0","mis-dashboard","0","Current problems","1","0","Current problems — by meter type, day by day, all meters","0"
"0","mis-dashboard","0","Events that did not roll over","1","0","Events that did not roll over — by consumer category, hour by hour, consumer meters only","0"
"0","users-admin","0","User Admin — Negative","1","0","DELETE /users/:id/devices/:deviceId — unknown user returns 404","0"
"0","technical-analysis","0","Technical report","0","1","Technical report — first and last page have no duplicate meters › Over Voltage in any phase report — first and last page have no duplicate meters","0"
"0","hes-commands","1","HES Commands — Search Meters","0","0","Validate POST /commands/search-meters — default window","0"
"0","overall-dashboard","0","Home dashboard screens — cannot open without a valid login","1","0","Connect and disconnect by month — cannot open with a badly formed login token","0"
"0","mis-dashboard","0","Urgency level events","1","0","Urgency level 2 events — hour by hour, all meters","0"
"0","revenue-protection","0","Revenue Protection — ATR Zone API","1","0","IND-RPT-ATZ-001 — Validate GET /indore/revenue-protection/atr-zone — default page (2026)","0"
"0","consumers","0","Billing history","1","0","Billing history — sample: months with units consumed","0"
"0","auth","0","AUTH — DB Coverage","0","1","IND-AUT-DB-001 — Me / devices / invitations vs AuthRepository SQL","0"
"0","dtr-load","0","Transformer load reports","1","0","Transformer load — start date after end date is rejected","0"
"0","mis-dashboard","0","How many events by urgency","1","0","How many events by urgency — from_date and to_date still work","0"
"0","master-data","0","Master data — feeder list","1","0","Feeder list — search finds the feeder name","0"
"0","reports","0","DTR communication report","1","0","DTR communication — includeArchiveCounts=false still returns the grid","0"
"0","overall-dashboard","0","Home dashboard — saved field lists","1","0","Mapped vs unmapped meters — the field list still matches what we saved","0"
"0","reports","0","Min-max voltage report","1","0","Min-max voltage — Oct 2025 min R fixture","0"
"0","mis-dashboard","0","Voltage problems","1","0","Voltage problems — a missing grouping is rejected","0"
"0","meter-replacement","1","Meter Replacement Meter Validation API — Auth Negative","0","0","Invalid Bearer token returns 401","0"
"0","utils-lookup","0","indoore_backend_testing","1","0","UTILS-LOOKUP › utils › lookup-catalog.harness.ts › Connection statuses › connection statuses — ids and names are unique","0"
"0","consumers","0","Power quality","1","0","Power quality — unknown consumer is not found","0"
"0","consumers","0","Power quality","1","0","Power quality — sample: three-phase meter","0"
"0","mis-dashboard","0","Current problems","1","0","Current problems — a blank time range is rejected","0"
"0","consumers","0","Can this meter be given to a consumer?","1","0","Can this meter be given to a consumer? — invalid office number is rejected","0"
"0","dtr-load","0","Transformer load reports","1","0","Transformer load — leftover unused filters are ignored","0"
"0","revenue-protection","0","Revenue Protection — Aberration Entry EENLTMT Edge","1","0","IND-REV-ABE-EEN-EDGE-002 — Single-page result: total equals returned records","0"
"0","dashboard","0","Dashboard — DTR summary cards","1","0","Saved example — weekly summary cards with 8-point trends (10 Jul 2026)","0"
"0","reports","0","Min-max voltage count","1","0","Min-max voltage count — Oct 2025 min R returns a total","0"
"0","mis-dashboard","0","Event summary","1","0","Event summary — organisation 0 is rejected","0"
"0","commericial-analysis","0","Commercial Analysis — invalid filters are rejected","1","0","Consumption Pattern — month 13 is rejected (month must be 1 to 12)","0"
"0","users-profile-image","0","USERS-PROFILE-IMAGE — Contract Snapshots","1","0","Profile Image Upload-URL Contract Snapshot","0"
"0","other","0","indoore_backend_testing","1","0","core › __tests__ › dedupe-serials.util › formatMeterSerialsQueryParam returns undefined when empty","0"
"0","mis-dashboard","0","Power problems","1","0","Power problems — consumer and DTR stay within all meters","0"
"0","mis-dashboard","0","How many events by urgency","1","0","How many events by urgency — organisation 0 is rejected","0"
"0","dashboard","0","Dashboard — DTR power on/off list","1","0","Saved example — DTRs that are OFF empty page","0"
"0","dashboard","0","Dashboard — revenue subsidy (power factor)","1","0","Revenue subsidy (power factor) — extra unused filters are rejected","0"
"0","consumers","0","Event summary","1","0","Event summary — sample: all zeros","0"
"0","revenue-protection","0","Revenue Protection — Cases Negative","0","1","IND-RPT-NEG-010 — limit=99999 is rejected or bounded","0"
"0","mis-dashboard","0","Events that did not roll over","1","0","Events that did not roll over — an invalid time range is rejected","0"
"0","consumers","0","Can this meter be given to a consumer?","1","0","Can this meter be given to a consumer? — unknown serial is not in the system","0"
"0","commericial-analysis","0","Commercial Analysis — cannot open reports without a valid login","1","0","Consumption Compare — cannot open the report with an invalid login token","0"
"0","feeder","0","Feeder screens — cannot open without a valid login","1","0","Feeder profile — cannot open with an empty login token","0"
"0","commericial-analysis","0","Commercial Analysis — invalid filters are rejected","1","0","Maximum Demand — unknown report type is rejected","0"
"0","reports","0","Communication consumers report","1","0","Communication consumers — 1 Oct 2025 day fixture","0"
"0","dashboard","0","Dashboard — DTR summary cards","1","0","Saved example — daily summary cards with 12-point trends (10 Jul 2026)","0"
"0","master-data","0","Master data — meter communication","1","0","Meter communication — first page shows columns, records, and page numbers","0"
"0","mis-dashboard","0","Daily talking chart","1","0","Daily talking chart — blank dates are treated as missing","0"
"0","reports","0","DTR event report","1","0","DTR event — unknown query params are ignored","0"
"0","hes-commands","0","HES Commands — Billing (E2E)","1","0","Validate POST /commands/billing → query-meter-job — billing_period_get E2E","0"
"0","mis-dashboard","0","Events that did not roll over","1","0","Events that did not roll over — by consumer category, month by month, all meters","0"
"0","mis-dashboard","0","Talking vs not talking overview","1","0","Talking vs not talking overview — one day only still opens","0"
"0","revenue-protection","0","Revenue Protection — Aberration Entry Negative","1","0","IND-REV-ABE-ENTRY-NEG-001 — Invalid month","0"
"0","mis-dashboard","0","Power problems","1","0","Power problems — by meter type, month by month, DTR meters only","0"
"0","dashboard","0","DTR load unbalance — cannot open without a valid login","1","0","cannot open with a badly formed login token","0"
"0","dashboard","0","Dashboard — DTR communication","1","0","DTR communication chart — yearly view loads","0"
"0","mis-dashboard","0","Urgency level 6 events","0","1","Urgency level 6 events — day by day","0"
"0","reports","0","Bill status report","1","0","Bill status — first page without a total still shows columns","0"
"0","reports","0","DTR event detail report","1","0","DTR event detail — unknown query params are ignored","0"
"0","feeder","0","Feeder screens — cannot open without a valid login","1","0","Feeder daily energy — cannot open with an empty login token","0"
"0","technical-analysis","0","Technical summary","1","0","Technical summary — alternate period still opens","0"
"0","dtrs","0","DTR statistic cards","1","0","DTR statistic cards — extra filters that nobody uses are ignored","0"
"0","consumers","0","Consumers — screen shape checks","1","0","This month bill — screen shape is unchanged","0"
"0","mis-dashboard","0","Other events","1","0","Other events — by meter type, day by day, DTR meters only","0"
"0","meter-replacement","0","Meter Replacement Submission History API - Negative","0","1","Out of range page returns empty page","0"
"0","dashboard","0","Dashboard — DTR voltage unbalance","1","0","Saved example — all-zero Severe/Moderate/Balanced distribution","0"
"0","mis-dashboard","0","Talking vs not talking overview","1","0","Talking vs not talking overview — all meters, 1 to 30 Oct 2025","0"
"0","dashboard","0","Dashboard — DTR loading list","1","0","DTR loading list — critically loaded DTRs","0"
"0","commericial-analysis","0","Commercial Analysis — cannot open reports without a valid login","1","0","Power Factor Violation — cannot open the report with an invalid login token","0"
"0","mis-dashboard","0","Power problems","1","0","Power problems — an invalid time range is rejected","0"
"0","commericial-analysis","0","Commercial Analysis — invalid filters are rejected","1","0","Consumption Compare — unknown report type is rejected","0"
"0","mis-dashboard","0","Power problems","1","0","Power problems — a blank time range is rejected","0"
"0","dashboard","1","Dashboard — DTR power on/off","0","0","DTR power on/off chart — daily view loads","0"
"0","feeder","0","Feeder daily energy","1","0","Feeder daily energy — day-by-day kWh (an empty chart is still OK)","0"
"0","reports","0","Event report","1","0","Event report — showing 1 per page returns at most 1 record","0"
"0","mis-dashboard","0","Meter transaction events","1","0","Meter transaction events — by meter type, month by month, consumer meters only","0"
"0","reports","0","Communication consumers report","1","0","Communication consumers — missing month is rejected","0"
"0","mis-dashboard","0","Urgency level events","1","0","Urgency level 1 events — hour by hour, consumer meters only","0"
"0","consumers","0","Nearby accounts","1","0","Nearby accounts — similar account numbers are listed","0"
"0","mis-dashboard","0","Other events","1","0","Other events — extra unused options are ignored","0"
"0","mis-dashboard","0","Other events","1","0","Other events — by meter type, day by day, all meters","0"
"0","billing","0","Day-by-day billing list","1","0","Day-by-day billing — turning the exact total on still shows the same columns","0"
"0","dtrs","0","DTR loading gauge","1","0","DTR loading gauge — a second transformer still shows bands","0"
"0","feeder","0","Feeder screens — cannot open without a valid login","1","0","Feeder voltage and current — cannot open with a badly formed login token","0"
"0","commericial-analysis","0","Maximum Demand report","1","0","Improper MD — household and non-household lists are the same (connection type filter is not applied)","0"
"0","consumption","0","CONSUMPTION — Contract Snapshots","1","0","Monthly Consumption Contract Snapshot","0"
"0","reports","0","DTR data report","1","0","DTR data — fromDate after toDate is rejected","0"
"0","master-data","0","Master data — can this meter serial be added?","1","0","Can this meter serial be added? — a serial that already exists is rejected","0"
"0","reports","0","Event detail report","1","0","Event detail — showing 1 per page returns at most 1 record","0"
"0","commericial-analysis","0","Commercial Analysis — invalid filters are rejected","1","0","Day and Night — month 13 is rejected (month must be 1 to 12)","0"
"0","consumers","0","Energy flow chart","1","0","Energy flow chart — blank consumer number is rejected","0"
"0","mis-dashboard","0","Urgency level events","1","0","Urgency level 6 events — week by week, DTR meters only","0"
"0","revenue-protection","1","Revenue Protection — Cases Edge","0","0","IND-RPT-005 — Single-page result: total equals returned records","0"
"0","technical-analysis","0","Technical report","0","1","Technical report — missing month is rejected","0"
"0","consumers","0","Event list","1","0","Event list — unknown consumer is empty or not found","0"
"0","dtrs","0","DTR energy over time","1","0","Sample chart — weeks with no energy yet","0"
"0","technical-analysis","0","Technical report","0","1","Technical report — invalid month is rejected","0"
"0","mis-dashboard","0","Current problems","1","0","Current problems — an invalid grouping is rejected","0"
"0","dashboard","0","Dashboard — DTR load unbalance list","1","0","DTR load unbalance list — extra unused filters are ignored","0"
"0","meter-replacement","1","Meter Replacement Consumer Search API — Negative & Edge","0","0","Unknown search returns consumer not found","0"
"0","reports","0","DTR communication report","1","0","DTR communication — invalid fromDate is rejected","0"
"0","dashboard","0","Dashboard — consumers by meter phase","1","0","Consumers by meter phase — high-tension meters","0"
"0","mis-dashboard","0","Power problems","1","0","Power problems — by consumer category, hour by hour, DTR meters only","0"
"0","meter-replacement","1","Meter Replacement Consumer Detail API — Negative & Edge","0","0","Unknown consumer returns 404 CONSUMER_NOT_FOUND","0"
"0","hes-commands","0","HES Commands — Query Meter Job","1","0","Validate GET /commands/query-meter-job/:jobName — unknown job returns error","0"
"0","dashboard","0","Dashboard — DTR power on/off","1","0","DTR power on/off chart — yearly view loads","0"
"0","dashboard","0","DTR communication list — cannot open without a valid login","1","0","cannot open with a badly formed login token","0"
"0","revenue-protection","0","Revenue Protection — ATR Zone DB cross-validation","0","1","IND-RPT-ATZ-DB-002 — Sampled rows match DB field-for-field","0"
"0","commericial-analysis","0","Consumption Pattern report","1","0","Consumption Pattern — Zero Consumption for Last 3 months: report opens and usage follows the rule","0"
"0","mis-dashboard","0","Urgency level events","1","0","Urgency level 5 events — month by month, consumer meters only","0"
"0","mis-dashboard","0","Daily talking chart","1","0","Daily talking chart — missing end date uses the start date","0"
"0","commericial-analysis","0","Consumption Pattern report","1","0","Consumption Pattern — LAST SIX MONTH 50 % AVG CONSUMPTION < Initial Consumption (household): billing data is not ready yet","0"
"0","consumption","0","Consumption API — Edge","1","0","Pattern comparison — asking for one consumer at a time still returns a row","0"
"0","meter-replacement","0","Meter Replacement Submission History API - Filters and Edge","0","1","Search by consumer name and meter serial","0"
"0","mis-dashboard","0","Unusual or invalid requests","1","0","Urgency list — unknown urgency level is not found","0"
"0","reports","0","DTR billing report","1","0","DTR billing — a far page is empty or still consistent","0"
"0","revenue-protection","1","Revenue Protection — Aberrations Summary API","0","0","Validate pagination — smaller page size (limit 5)","0"
"0","consumers","0","Event summary","1","0","Event summary — opens using the account number","0"
