"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","242","Event summary — organisation 0 is rejected","mis-dashboard","2026-09-15","passed","2026-09-15","Event summary — organisation 0 is rejected","Event summary","eventdata",""
"","238","Consumption Pattern — month 13 is rejected (month must be 1 to 12)","commericial-analysis","2026-09-15","passed","2026-09-15","Consumption Pattern — month 13 is rejected (month must be 1 to 12)","Commercial Analysis — invalid filters are rejected","commercial-negative",""
"","831","Profile Image Upload-URL Contract Snapshot","users-profile-image","2026-09-15","passed","2026-09-15","Profile Image Upload-URL Contract Snapshot","USERS-PROFILE-IMAGE — Contract Snapshots","users-profile-image.contract",""
"","3","formatMeterSerialsQueryParam returns undefined when empty","other","2026-09-15","passed","2026-09-15","core › __tests__ › dedupe-serials.util › formatMeterSerialsQueryParam returns undefined when empty","indoore_backend_testing","dedupe-serials.util",""
"","246","Power problems — consumer and DTR stay within all meters","mis-dashboard","2026-09-15","passed","2026-09-15","Power problems — consumer and DTR stay within all meters","Power problems","eventdatapower",""
"","238","How many events by urgency — organisation 0 is rejected","mis-dashboard","2026-09-15","passed","2026-09-15","How many events by urgency — organisation 0 is rejected","How many events by urgency","priority-overview",""
"","18","Saved example — DTRs that are OFF empty page","dashboard","2026-09-15","passed","2026-09-15","Saved example — DTRs that are OFF empty page","Dashboard — DTR power on/off list","dtrpowerstatusdetails",""
"","1886","Revenue subsidy (power factor) — extra unused filters are rejected","dashboard","2026-09-15","passed","2026-09-15","Revenue subsidy (power factor) — extra unused filters are rejected","Dashboard — revenue subsidy (power factor)","revenuesubsidypf",""
"","27","Event summary — sample: all zeros","consumers","2026-09-15","passed","2026-09-15","Event summary — sample: all zeros","Event summary","eventlogcards",""
"","2","IND-RPT-NEG-010 — limit=99999 is rejected or bounded","revenue-protection","2026-09-15","skipped","2026-09-15","IND-RPT-NEG-010 — limit=99999 is rejected or bounded","Revenue Protection — Cases Negative","cases-negative",""
"","235","Events that did not roll over — an invalid time range is rejected","mis-dashboard","2026-09-15","passed","2026-09-15","Events that did not roll over — an invalid time range is rejected","Events that did not roll over","eventdatanonrollover",""
"","1983","Can this meter be given to a consumer? — unknown serial is not in the system","consumers","2026-09-15","passed","2026-09-15","Can this meter be given to a consumer? — unknown serial is not in the system","Can this meter be given to a consumer?","validatemeter",""
"","225","Consumption Compare — cannot open the report with an invalid login token","commericial-analysis","2026-09-15","passed","2026-09-15","Consumption Compare — cannot open the report with an invalid login token","Commercial Analysis — cannot open reports without a valid login","commercial-auth-negative",""
"","1790","Feeder profile — cannot open with an empty login token","feeder","2026-09-15","passed","2026-09-15","Feeder profile — cannot open with an empty login token","Feeder screens — cannot open without a valid login","feeder-auth",""
"","234","Maximum Demand — unknown report type is rejected","commericial-analysis","2026-09-15","passed","2026-09-15","Maximum Demand — unknown report type is rejected","Commercial Analysis — invalid filters are rejected","commercial-negative",""
"","60","Communication consumers — 1 Oct 2025 day fixture","reports","2026-09-15","passed","2026-09-15","Communication consumers — 1 Oct 2025 day fixture","Communication consumers report","communicationconsumers",""
"","82","Saved example — daily summary cards with 12-point trends (10 Jul 2026)","dashboard","2026-09-15","passed","2026-09-15","Saved example — daily summary cards with 12-point trends (10 Jul 2026)","Dashboard — DTR summary cards","dtrsummary",""
"","2639","Meter communication — first page shows columns, records, and page numbers","master-data","2026-09-15","passed","2026-09-15","Meter communication — first page shows columns, records, and page numbers","Master data — meter communication","meter-communication-status",""
"","245","Daily talking chart — blank dates are treated as missing","mis-dashboard","2026-09-15","passed","2026-09-15","Daily talking chart — blank dates are treated as missing","Daily talking chart","communication-trend",""
"","1150","DTR event — unknown query params are ignored","reports","2026-09-15","passed","2026-09-15","DTR event — unknown query params are ignored","DTR event report","dtrevent",""
"","96020","Validate POST /commands/billing → query-meter-job — billing_period_get E2E","hes-commands","2026-09-15","passed","2026-09-15","Validate POST /commands/billing → query-meter-job — billing_period_get E2E","HES Commands — Billing (E2E)","commands-billing",""
"","511","Events that did not roll over — by consumer category, month by month, all meters","mis-dashboard","2026-09-15","passed","2026-09-15","Events that did not roll over — by consumer category, month by month, all meters","Events that did not roll over","eventdatanonrollover",""
"","312","Talking vs not talking overview — one day only still opens","mis-dashboard","2026-09-15","passed","2026-09-15","Talking vs not talking overview — one day only still opens","Talking vs not talking overview","communication-overview",""
"","244","IND-REV-ABE-ENTRY-NEG-001 — Invalid month","revenue-protection","2026-09-15","passed","2026-09-15","IND-REV-ABE-ENTRY-NEG-001 — Invalid month","Revenue Protection — Aberration Entry Negative","aberration-entry.negative",""
"","354","Power problems — by meter type, month by month, DTR meters only","mis-dashboard","2026-09-15","passed","2026-09-15","Power problems — by meter type, month by month, DTR meters only","Power problems","eventdatapower",""
"","1702","cannot open with a badly formed login token","dashboard","2026-09-15","passed","2026-09-15","cannot open with a badly formed login token","DTR load unbalance — cannot open without a valid login","dtrloadunbalance",""
"","1732","DTR communication chart — yearly view loads","dashboard","2026-09-15","passed","2026-09-15","DTR communication chart — yearly view loads","Dashboard — DTR communication","dtrcommunication",""
"","1","Urgency level 6 events — day by day","mis-dashboard","2026-09-15","skipped","2026-09-15","Urgency level 6 events — day by day","Urgency level 6 events","eventpriority6",""
"","10555","Bill status — first page without a total still shows columns","reports","2026-09-15","passed","2026-09-15","Bill status — first page without a total still shows columns","Bill status report","billstatus",""
"","1713","DTR event detail — unknown query params are ignored","reports","2026-09-15","passed","2026-09-15","DTR event detail — unknown query params are ignored","DTR event detail report","dtreventdetail",""
"","887","Feeder daily energy — cannot open with an empty login token","feeder","2026-09-15","passed","2026-09-15","Feeder daily energy — cannot open with an empty login token","Feeder screens — cannot open without a valid login","feeder-auth",""
"","1676","Technical summary — alternate period still opens","technical-analysis","2026-09-15","passed","2026-09-15","Technical summary — alternate period still opens","Technical summary","technical-summary",""
"","1548","DTR statistic cards — extra filters that nobody uses are ignored","dtrs","2026-09-15","passed","2026-09-15","DTR statistic cards — extra filters that nobody uses are ignored","DTR statistic cards","dtrstatistics",""
"","233","This month bill — screen shape is unchanged","consumers","2026-09-15","passed","2026-09-15","This month bill — screen shape is unchanged","Consumers — screen shape checks","consumers.contract",""
"","487","Other events — by meter type, day by day, DTR meters only","mis-dashboard","2026-09-15","passed","2026-09-15","Other events — by meter type, day by day, DTR meters only","Other events","eventdataother",""
"","1","Out of range page returns empty page","meter-replacement","2026-09-15","skipped","2026-09-15","Out of range page returns empty page","Meter Replacement Submission History API - Negative","submission-history-negative",""
"","29","Saved example — all-zero Severe/Moderate/Balanced distribution","dashboard","2026-09-15","passed","2026-09-15","Saved example — all-zero Severe/Moderate/Balanced distribution","Dashboard — DTR voltage unbalance","dtrvoltageunbalance",""
"","2974","Talking vs not talking overview — all meters, 1 to 30 Oct 2025","mis-dashboard","2026-09-15","passed","2026-09-15","Talking vs not talking overview — all meters, 1 to 30 Oct 2025","Talking vs not talking overview","communication-overview",""
"","1604","DTR loading list — critically loaded DTRs","dashboard","2026-09-15","passed","2026-09-15","DTR loading list — critically loaded DTRs","Dashboard — DTR loading list","dtrpercentageloadingdetails",""
"","227","Power Factor Violation — cannot open the report with an invalid login token","commericial-analysis","2026-09-15","passed","2026-09-15","Power Factor Violation — cannot open the report with an invalid login token","Commercial Analysis — cannot open reports without a valid login","commercial-auth-negative",""
"","237","Power problems — an invalid time range is rejected","mis-dashboard","2026-09-15","passed","2026-09-15","Power problems — an invalid time range is rejected","Power problems","eventdatapower",""
"","235","Consumption Compare — unknown report type is rejected","commericial-analysis","2026-09-15","passed","2026-09-15","Consumption Compare — unknown report type is rejected","Commercial Analysis — invalid filters are rejected","commercial-negative",""
"","239","Power problems — a blank time range is rejected","mis-dashboard","2026-09-15","passed","2026-09-15","Power problems — a blank time range is rejected","Power problems","eventdatapower",""
"","1570","DTR power on/off chart — daily view loads","dashboard","2026-09-15","failed","2026-09-15","DTR power on/off chart — daily view loads","Dashboard — DTR power on/off","dtrpowerstatus",""
"","917","Feeder daily energy — day-by-day kWh (an empty chart is still OK)","feeder","2026-09-15","passed","2026-09-15","Feeder daily energy — day-by-day kWh (an empty chart is still OK)","Feeder daily energy","feeder-daily-consumption",""
"","1535","Event report — showing 1 per page returns at most 1 record","reports","2026-09-15","passed","2026-09-15","Event report — showing 1 per page returns at most 1 record","Event report","eventreport",""
"","1216","Meter transaction events — by meter type, month by month, consumer meters only","mis-dashboard","2026-09-15","passed","2026-09-15","Meter transaction events — by meter type, month by month, consumer meters only","Meter transaction events","eventdatatransaction",""
"","891","Communication consumers — missing month is rejected","reports","2026-09-15","passed","2026-09-15","Communication consumers — missing month is rejected","Communication consumers report","communicationconsumers",""
"","480","Urgency level 1 events — hour by hour, consumer meters only","mis-dashboard","2026-09-15","passed","2026-09-15","Urgency level 1 events — hour by hour, consumer meters only","Urgency level events","eventpriority",""
"","1922","Nearby accounts — similar account numbers are listed","consumers","2026-09-15","passed","2026-09-15","Nearby accounts — similar account numbers are listed","Nearby accounts","nearestaccountids",""
"","478","Other events — extra unused options are ignored","mis-dashboard","2026-09-15","passed","2026-09-15","Other events — extra unused options are ignored","Other events","eventdataother",""
"","1353","Other events — by meter type, day by day, all meters","mis-dashboard","2026-09-15","passed","2026-09-15","Other events — by meter type, day by day, all meters","Other events","eventdataother",""
"","5421","Day-by-day billing — turning the exact total on still shows the same columns","billing","2026-09-15","passed","2026-09-15","Day-by-day billing — turning the exact total on still shows the same columns","Day-by-day billing list","daywisebilling",""
"","1400","DTR loading gauge — a second transformer still shows bands","dtrs","2026-09-15","passed","2026-09-15","DTR loading gauge — a second transformer still shows bands","DTR loading gauge","dtrcapacitygauge",""
"","886","Feeder voltage and current — cannot open with a badly formed login token","feeder","2026-09-15","passed","2026-09-15","Feeder voltage and current — cannot open with a badly formed login token","Feeder screens — cannot open without a valid login","feeder-auth",""
"","756","Improper MD — household and non-household lists are the same (connection type filter is not applied)","commericial-analysis","2026-09-15","passed","2026-09-15","Improper MD — household and non-household lists are the same (connection type filter is not applied)","Maximum Demand report","mdanalysis",""
"","939","Monthly Consumption Contract Snapshot","consumption","2026-09-15","passed","2026-09-15","Monthly Consumption Contract Snapshot","CONSUMPTION — Contract Snapshots","consumption.contract",""
"","1898","DTR data — fromDate after toDate is rejected","reports","2026-09-15","passed","2026-09-15","DTR data — fromDate after toDate is rejected","DTR data report","dtrdata",""
"","1506","Can this meter serial be added? — a serial that already exists is rejected","master-data","2026-09-15","passed","2026-09-15","Can this meter serial be added? — a serial that already exists is rejected","Master data — can this meter serial be added?","validate-add-meter",""
"","2406","Event detail — showing 1 per page returns at most 1 record","reports","2026-09-15","passed","2026-09-15","Event detail — showing 1 per page returns at most 1 record","Event detail report","eventdetail",""
"","237","Day and Night — month 13 is rejected (month must be 1 to 12)","commericial-analysis","2026-09-15","passed","2026-09-15","Day and Night — month 13 is rejected (month must be 1 to 12)","Commercial Analysis — invalid filters are rejected","commercial-negative",""
"","1873","Energy flow chart — blank consumer number is rejected","consumers","2026-09-15","passed","2026-09-15","Energy flow chart — blank consumer number is rejected","Energy flow chart","energyflow",""
"","288","Urgency level 6 events — week by week, DTR meters only","mis-dashboard","2026-09-15","passed","2026-09-15","Urgency level 6 events — week by week, DTR meters only","Urgency level events","eventpriority",""
"","873","IND-RPT-005 — Single-page result: total equals returned records","revenue-protection","2026-09-15","failed","2026-09-15","IND-RPT-005 — Single-page result: total equals returned records","Revenue Protection — Cases Edge","cases-edge",""
"","3","Technical report — missing month is rejected","technical-analysis","2026-09-15","skipped","2026-09-15","Technical report — missing month is rejected","Technical report","technicalanalysis",""
"","1342","Event list — unknown consumer is empty or not found","consumers","2026-09-15","passed","2026-09-15","Event list — unknown consumer is empty or not found","Event list","eventloglist",""
"","63","Sample chart — weeks with no energy yet","dtrs","2026-09-15","passed","2026-09-15","Sample chart — weeks with no energy yet","DTR energy over time","dtrdailythresholdchart",""
"","3","Technical report — invalid month is rejected","technical-analysis","2026-09-15","skipped","2026-09-15","Technical report — invalid month is rejected","Technical report","technicalanalysis",""
"","237","Current problems — an invalid grouping is rejected","mis-dashboard","2026-09-15","passed","2026-09-15","Current problems — an invalid grouping is rejected","Current problems","eventdatacurrent",""
"","992","DTR load unbalance list — extra unused filters are ignored","dashboard","2026-09-15","passed","2026-09-15","DTR load unbalance list — extra unused filters are ignored","Dashboard — DTR load unbalance list","dtrloadunbalancedetails",""
"","69616","Unknown search returns consumer not found","meter-replacement","2026-09-15","failed","2026-09-15","Unknown search returns consumer not found","Meter Replacement Consumer Search API — Negative & Edge","consumer-search-negative",""
"","897","DTR communication — invalid fromDate is rejected","reports","2026-09-15","passed","2026-09-15","DTR communication — invalid fromDate is rejected","DTR communication report","dtrcommunication",""
"","2669","Consumers by meter phase — high-tension meters","dashboard","2026-09-15","passed","2026-09-15","Consumers by meter phase — high-tension meters","Dashboard — consumers by meter phase","consumerphasedistribution",""
"","1394","Power problems — by consumer category, hour by hour, DTR meters only","mis-dashboard","2026-09-15","passed","2026-09-15","Power problems — by consumer category, hour by hour, DTR meters only","Power problems","eventdatapower",""
"","8086","Unknown consumer returns 404 CONSUMER_NOT_FOUND","meter-replacement","2026-09-15","failed","2026-09-15","Unknown consumer returns 404 CONSUMER_NOT_FOUND","Meter Replacement Consumer Detail API — Negative & Edge","consumer-detail-negative",""
"","1405","Validate GET /commands/query-meter-job/:jobName — unknown job returns error","hes-commands","2026-09-15","passed","2026-09-15","Validate GET /commands/query-meter-job/:jobName — unknown job returns error","HES Commands — Query Meter Job","commands-query-meter-job",""
"","8313","DTR power on/off chart — yearly view loads","dashboard","2026-09-15","passed","2026-09-15","DTR power on/off chart — yearly view loads","Dashboard — DTR power on/off","dtrpowerstatus",""
"","881","cannot open with a badly formed login token","dashboard","2026-09-15","passed","2026-09-15","cannot open with a badly formed login token","DTR communication list — cannot open without a valid login","dtrcommunicationdetails",""
"","12","IND-RPT-ATZ-DB-002 — Sampled rows match DB field-for-field","revenue-protection","2026-09-15","skipped","2026-09-15","IND-RPT-ATZ-DB-002 — Sampled rows match DB field-for-field","Revenue Protection — ATR Zone DB cross-validation","atr-zone.db",""
"","318","Consumption Pattern — Zero Consumption for Last 3 months: report opens and usage follows the rule","commericial-analysis","2026-09-15","passed","2026-09-15","Consumption Pattern — Zero Consumption for Last 3 months: report opens and usage follows the rule","Consumption Pattern report","consumptionpattern",""
"","357","Urgency level 5 events — month by month, consumer meters only","mis-dashboard","2026-09-15","passed","2026-09-15","Urgency level 5 events — month by month, consumer meters only","Urgency level events","eventpriority",""
"","289","Daily talking chart — missing end date uses the start date","mis-dashboard","2026-09-15","passed","2026-09-15","Daily talking chart — missing end date uses the start date","Daily talking chart","communication-trend",""
"","7989","Consumption Pattern — LAST SIX MONTH 50 % AVG CONSUMPTION < Initial Consumption (household): billing data is not ready yet","commericial-analysis","2026-09-15","passed","2026-09-15","Consumption Pattern — LAST SIX MONTH 50 % AVG CONSUMPTION < Initial Consumption (household): billing data is not ready yet","Consumption Pattern report","consumptionpattern",""
"","1540","Pattern comparison — asking for one consumer at a time still returns a row","consumption","2026-09-15","passed","2026-09-15","Pattern comparison — asking for one consumer at a time still returns a row","Consumption API — Edge","consumption-edge",""
"","1","Search by consumer name and meter serial","meter-replacement","2026-09-15","skipped","2026-09-15","Search by consumer name and meter serial","Meter Replacement Submission History API - Filters and Edge","submission-history-negative",""
"","1061","Urgency list — unknown urgency level is not found","mis-dashboard","2026-09-15","passed","2026-09-15","Urgency list — unknown urgency level is not found","Unusual or invalid requests","mis-dashboard.edges",""
"","1930","DTR billing — a far page is empty or still consistent","reports","2026-09-15","passed","2026-09-15","DTR billing — a far page is empty or still consistent","DTR billing report","dtrbilling",""
"","2138","Validate pagination — smaller page size (limit 5)","revenue-protection","2026-09-15","failed","2026-09-15","Validate pagination — smaller page size (limit 5)","Revenue Protection — Aberrations Summary API","aberrations",""
"","905","Event summary — opens using the account number","consumers","2026-09-15","passed","2026-09-15","Event summary — opens using the account number","Event summary","eventlogcards",""
"","899","Event restoration — limit 0 is rejected (limit must be at least 1)","reports","2026-09-15","passed","2026-09-15","Event restoration — limit 0 is rejected (limit must be at least 1)","Event restoration report","eventrestoration",""
"","1024","Meter transaction events — by consumer category, day by day, all meters","mis-dashboard","2026-09-15","passed","2026-09-15","Meter transaction events — by consumer category, day by day, all meters","Meter transaction events","eventdatatransaction",""
"","63885","Ip=0 & In!=0 report — first page shows columns and meters","technical-analysis","2026-09-15","failed","2026-09-15","Ip=0 & In!=0 report — first page shows columns and meters","Technical report","technicalanalysis",""
"","925","Home dashboard — the main number cards look complete","overall-dashboard","2026-09-15","passed","2026-09-15","Home dashboard — the main number cards look complete","Home dashboard","dashboardmetrics",""
"","1003","Monthly net meter — page 2 continues without repeating a meter","consumption","2026-09-15","passed","2026-09-15","Monthly net meter — page 2 continues without repeating a meter","Consumption API — Edge","consumption-edge",""
"","238","PATCH /permissions/permissions/:id — unknown permission returns 404","modules-permissions","2026-09-15","passed","2026-09-15","PATCH /permissions/permissions/:id — unknown permission returns 404","Module Permission — Negative","modulepermission-negative",""
"","1807","Urgency level 1 events — consumer and DTR stay within all meters","mis-dashboard","2026-09-15","passed","2026-09-15","Urgency level 1 events — consumer and DTR stay within all meters","Urgency level events","eventpriority",""
"","1678","Master data change history — newest changes appear first","master-data","2026-09-15","passed","2026-09-15","Master data change history — newest changes appear first","Master data — change history","master-data-audit-logs",""
"","1947","DTR profile — name, meter, feeder, and location load, each field once","dtrs","2026-09-15","passed","2026-09-15","DTR profile — name, meter, feeder, and location load, each field once","DTR profile","dtrprofile",""
"","1720","Transformer load — first page lists average, highest, and lowest load","dtr-load","2026-09-15","passed","2026-09-15","Transformer load — first page lists average, highest, and lowest load","Transformer load reports","dtrload",""
"","1","IND-FD-DB-001 — Feeder profile and meter readings match the database","feeder","2026-09-15","skipped","2026-09-15","IND-FD-DB-001 — Feeder profile and meter readings match the database","FEEDER — DB Coverage","feeder.db",""
"","235","Meter transaction events — saved screen shape","mis-dashboard","2026-09-15","passed","2026-09-15","Meter transaction events — saved screen shape","Saved screen shape","mis-dashboard.contract",""
"","1295","What kinds of events happened — saved screen shape","mis-dashboard","2026-09-15","passed","2026-09-15","What kinds of events happened — saved screen shape","Saved screen shape","mis-dashboard.contract",""
"","24","Saved example — moderate empty page (Aug 2026)","dashboard","2026-09-15","passed","2026-09-15","Saved example — moderate empty page (Aug 2026)","Dashboard — DTR load unbalance list","dtrloadunbalancedetails",""
"","1955","DTR loading gauge — daily, monthly, yearly, and lifetime bands, each once","dtrs","2026-09-15","passed","2026-09-15","DTR loading gauge — daily, monthly, yearly, and lifetime bands, each once","DTR loading gauge","dtrcapacitygauge",""
"","351","Other events — by meter type, month by month, consumer meters only","mis-dashboard","2026-09-15","passed","2026-09-15","Other events — by meter type, month by month, consumer meters only","Other events","eventdataother",""
"","497","Other events — by consumer category, month by month, consumer meters only","mis-dashboard","2026-09-15","passed","2026-09-15","Other events — by consumer category, month by month, consumer meters only","Other events","eventdataother",""
"","344","Events that did not roll over — by consumer category, week by week, consumer meters only","mis-dashboard","2026-09-15","passed","2026-09-15","Events that did not roll over — by consumer category, week by week, consumer meters only","Events that did not roll over","eventdatanonrollover",""
"","1018","Meter transaction events — by consumer category, day by day, consumer meters only","mis-dashboard","2026-09-15","passed","2026-09-15","Meter transaction events — by consumer category, day by day, consumer meters only","Meter transaction events","eventdatatransaction",""
"","636","Talking vs not talking overview — live=1 still opens","mis-dashboard","2026-09-15","passed","2026-09-15","Talking vs not talking overview — live=1 still opens","Talking vs not talking overview","communication-overview",""
"","48","Event report — 1 Oct 2025 fixture","reports","2026-09-15","passed","2026-09-15","Event report — 1 Oct 2025 fixture","Event report","eventreport",""
"","38","IND-RPT-DB-001 — COUNT(*) matches pagination.total","revenue-protection","2026-09-15","skipped","2026-09-15","IND-RPT-DB-001 — COUNT(*) matches pagination.total","Revenue Protection — Cases DB cross-validation","cases.db",""
"","1306","Urgency level 1 events — network 0 is rejected","mis-dashboard","2026-09-15","passed","2026-09-15","Urgency level 1 events — network 0 is rejected","Urgency level events","eventpriority",""
"","7509","Submission History Contract Snapshot","meter-replacement","2026-09-15","failed","2026-09-15","Submission History Contract Snapshot","METER-REPLACEMENT — Contract Snapshots","meter-replacement.contract",""
"","23","Saved example — Residential with rows (offline)","dashboard","2026-09-15","passed","2026-09-15","Saved example — Residential with rows (offline)","Dashboard — consumers by category","consumercategorydistribution",""
"","2057","Validate GET /indore/revenue-protection/aberrations — default page (FEB 2025)","revenue-protection","2026-09-15","failed","2026-09-15","Validate GET /indore/revenue-protection/aberrations — default page (FEB 2025)","Revenue Protection — Aberrations Summary API","aberrations",""
"","526","Other events — dtrs is treated as DTR meters","mis-dashboard","2026-09-15","passed","2026-09-15","Other events — dtrs is treated as DTR meters","Other events","eventdataother",""
"","62","Consumption chart — sample: hourly usage","consumers","2026-09-15","passed","2026-09-15","Consumption chart — sample: hourly usage","Consumption chart","energyconsumptiongraph",""
"","1238","Consumption Pattern — page 0 is rejected (page must start at 1)","commericial-analysis","2026-09-15","passed","2026-09-15","Consumption Pattern — page 0 is rejected (page must start at 1)","Commercial Analysis — invalid filters are rejected","commercial-negative",""
"","2352","Talking vs not talking overview — missing start date uses the end date","mis-dashboard","2026-09-15","passed","2026-09-15","Talking vs not talking overview — missing start date uses the end date","Talking vs not talking overview","communication-overview",""
"","1907","Monthly billing — asking for zero rows per page is rejected","billing","2026-09-15","passed","2026-09-15","Monthly billing — asking for zero rows per page is rejected","Monthly billing list","billingdata",""
"","1026","Sanction Load Violation — household plus non-household meters equal the full total","commericial-analysis","2026-09-15","passed","2026-09-15","Sanction Load Violation — household plus non-household meters equal the full total","Maximum Demand report","mdanalysis",""
"","1052","Meter communication — column names in the response stay the same","master-data","2026-09-15","passed","2026-09-15","Meter communication — column names in the response stay the same","Master data — column names in the response","master-data.contract",""
"","73","Energy flow chart — sample: hourly points","consumers","2026-09-15","passed","2026-09-15","Energy flow chart — sample: hourly points","Energy flow chart","energyflow",""
"","1768","Energy flow chart — unknown consumer is not found","consumers","2026-09-15","passed","2026-09-15","Energy flow chart — unknown consumer is not found","Energy flow chart","energyflow",""
"","308","Urgency level 2 events — week by week, all meters","mis-dashboard","2026-09-15","passed","2026-09-15","Urgency level 2 events — week by week, all meters","Urgency level events","eventpriority",""
"","758","IND-REV-ABE-EEN-EDGE-001 — Page far beyond total returns empty rows","revenue-protection","2026-09-15","passed","2026-09-15","IND-REV-ABE-EEN-EDGE-001 — Page far beyond total returns empty rows","Revenue Protection — Aberration Entry EENLTMT Edge","aberration-entry-eenltmt.edge",""
"","51","Billing history — sample: monthly units match meter totals","consumers","2026-09-15","passed","2026-09-15","Billing history — sample: monthly units match meter totals","Billing history","billinghistory",""
"","227","Consumption Pattern — cannot open the report with an invalid login token","commericial-analysis","2026-09-15","passed","2026-09-15","Consumption Pattern — cannot open the report with an invalid login token","Commercial Analysis — cannot open reports without a valid login","commercial-auth-negative",""
"","886","cannot open with an expired login token","dashboard","2026-09-15","passed","2026-09-15","cannot open with an expired login token","DTR communication list — cannot open without a valid login","dtrcommunicationdetails",""
"","489","Events that did not roll over — both is treated as all meters","mis-dashboard","2026-09-15","passed","2026-09-15","Events that did not roll over — both is treated as all meters","Events that did not roll over","eventdatanonrollover",""
"","248","How many meters we have — consumers is treated as consumer meters","mis-dashboard","2026-09-15","passed","2026-09-15","How many meters we have — consumers is treated as consumer meters","How many meters we have","communicationstats",""
"","4","classifies INTERNAL_ERROR 500 as backend_crash","other","2026-09-15","passed","2026-09-15","core › __tests__ › defect-heuristic-triage › classifies INTERNAL_ERROR 500 as backend_crash","indoore_backend_testing","defect-triage",""
"","2917","Validate User Devices","users-admin","2026-09-15","passed","2026-09-15","Validate User Devices","User Devices Flow","userdevices",""
"","1790","Transformer load — leaving out the end date is rejected","dtr-load","2026-09-15","passed","2026-09-15","Transformer load — leaving out the end date is rejected","Transformer load reports","dtrload",""
"","1883","DTR power on/off list — page 2 still shows a valid list","dashboard","2026-09-15","passed","2026-09-15","DTR power on/off list — page 2 still shows a valid list","Dashboard — DTR power on/off list","dtrpowerstatusdetails",""
"","8339","Abnormal Low — non-household: billing data is not ready yet","commericial-analysis","2026-09-15","passed","2026-09-15","Abnormal Low — non-household: billing data is not ready yet","Consumption Compare report","consumptioncompare",""
"","1795","Bill status — page 0 is rejected (page must start at 1)","reports","2026-09-15","passed","2026-09-15","Bill status — page 0 is rejected (page must start at 1)","Bill status report","billstatus",""
"","1707","CT Open report — empty list is valid","technical-analysis","2026-09-15","passed","2026-09-15","CT Open report — empty list is valid","Technical report","technicalanalysis",""
"","1784","Live load — unknown meter is empty or not found","consumers","2026-09-15","passed","2026-09-15","Live load — unknown meter is empty or not found","Live load","liveloadprofile",""
"","96","Sample statistic cards — dashes when numbers are missing","dtrs","2026-09-15","passed","2026-09-15","Sample statistic cards — dashes when numbers are missing","DTR statistic cards","dtrstatistics",""
"","8554","Validate Meter Replacement Progress API","meter-replacement","2026-09-15","failed","2026-09-15","Validate Meter Replacement Progress API","Meter Replacement Progress API","progress",""
"","526","Power problems — extra unused options are ignored","mis-dashboard","2026-09-15","passed","2026-09-15","Power problems — extra unused options are ignored","Power problems","eventdatapower",""
"","2147","Validate pagination — page 2 (limit 5)","revenue-protection","2026-09-15","failed","2026-09-15","Validate pagination — page 2 (limit 5)","Revenue Protection — Aberrations Summary API","aberrations",""
"","241212","Validate POST /indore/meter-replacement/bulk/validate — new meter serial must exist","meter-replacement","2026-09-15","broken","2026-09-15","Validate POST /indore/meter-replacement/bulk/validate — new meter serial must exist","Bulk Validate Meter Replacement API","bulk-validation",""
"","1919","Validate GET /permissions/roles — role catalog","role-permissions","2026-09-15","passed","2026-09-15","Validate GET /permissions/roles — role catalog","Role Permission — List & Me","rolepermission-list",""
"","7520","Consumer Search Contract Snapshot","meter-replacement","2026-09-15","failed","2026-09-15","Consumer Search Contract Snapshot","METER-REPLACEMENT — Contract Snapshots","meter-replacement.contract",""
"","347","Current problems — by consumer category, week by week, all meters","mis-dashboard","2026-09-15","passed","2026-09-15","Current problems — by consumer category, week by week, all meters","Current problems","eventdatacurrent",""
"","59","Transformer load — a transformer with almost no load is still a valid row","dtr-load","2026-09-15","passed","2026-09-15","Transformer load — a transformer with almost no load is still a valid row","Transformer load reports","dtrload",""
"","88","Sample statistic cards — kW, kVA, kWh, kVAh, consumers, and power-on time","dtrs","2026-09-15","passed","2026-09-15","Sample statistic cards — kW, kVA, kWh, kVAh, consumers, and power-on time","DTR statistic cards","dtrstatistics",""
"","2850","Current without voltage — Oct 2025 phase R first page shows columns and readings","reports","2026-09-15","passed","2026-09-15","Current without voltage — Oct 2025 phase R first page shows columns and readings","Current without voltage report","currentwithoutvoltage",""
"","1616","DTR consumption list — page 2 still shows a valid list","dashboard","2026-09-15","passed","2026-09-15","DTR consumption list — page 2 still shows a valid list","Dashboard — DTR consumption list","dtrconsumptiondetails",""
"","438","Urgency level 6 events — hour by hour, DTR meters only","mis-dashboard","2026-09-15","passed","2026-09-15","Urgency level 6 events — hour by hour, DTR meters only","Urgency level events","eventpriority",""
"","303","DTR data — column and field names stay the same","reports","2026-09-15","passed","2026-09-15","DTR data — column and field names stay the same","Reports — contract snapshots","reports.contract",""
"","1709","Missing organisationLookupId returns empty success grid (not 4xx)","revenue-protection","2026-09-15","failed","2026-09-15","Missing organisationLookupId returns empty success grid (not 4xx)","Revenue Protection — Aberrations Negative","aberrations-negative",""
"","5300","DTR consumption chart — response shape stays the same","dashboard","2026-09-15","passed","2026-09-15","DTR consumption chart — response shape stays the same","Dashboard — response shape","dashboard.contract",""
